8,CCNA,1
25,CCNA-Security,2
35,CCNA-Wireless,2
38,CCNA-Voice,2
20,CCNP-SWITCH,2
29,CCNP-ROUTE,2
27,CCNP-TSHOOT,2
22,LPIC-101,1
40,LPIC-102,2
41,LPIC-201,2
33,LPIC-202,2
37,LPIC-301,2
